OBJECTID,SchoolCode,OrganizationId,High School,Label,ESDCode,ESDNum,ESDName,LEACode,LEAName,LowestGrade,HighestGrade,LowGrade_Int,HighGrade_Int,OrgCategoryList,AYPCode,AYPCodeDescription,GradeCategory,PhysicalAddress,MailingAddress,PrincipalName,Email,Phone,Latitude,Longitude,County,CongressionalDistrict,LegislativeDistrict
5582,3080,100537,Benjamin Franklin Elementary,,6801,112,Educational Service District 112,6037,Vancouver School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"5206 FRANKLIN ST, VANCOUVER, Washington, 98663-1698","5206 FRANKLIN ST, VANCOUVER, Washington, 98663-1698",Laurence R Howard,Woody.Howard@vansd.org,360.313.1850,45.6596480000001,-122.678379,Clark,3,49
5583,2182,101062,Franklin High School,,17801,121,Puget Sound Educational Service District 121,17001,Seattle Public Schools,9,12,9,12," Public School, Regular School",P,Public School,High School,"3013 S MT BAKER BV, SEATTLE, Washington, 98144-6139","3013 S MT BAKER BV, SEATTLE, Washington, 98144-6139",Andrew  O'Connell,amoconnell@seattleschools.org,206.252.6155,47.5760720000001,-122.29282,King,9,37
5584,2410,103181,Franklin Middle School,,39801,105,Educational Service District 105,39007,Yakima School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"410 S 19th Ave, Yakima, Washington, 98902-3898","410 S 19th Ave, Yakima, Washington, 98902-3898",Sherry  Anderson,Anderson.Sherry@ysd7.org,509.573.2101,46.5933580000001,-120.535584,Yakima,4,14
5585,2876,102271,Franklin Pierce High School,,17801,121,Puget Sound Educational Service District 121,27402,Franklin Pierce School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"11002 18TH AVE E, TACOMA, Washington, 98445-5228","11002 18TH AVE E, TACOMA, Washington, 98445-5228",Ronald  Hartley,Rhartley@fpschools.org,253.298.3000,47.156931,-122.406841,Pierce,10,25
5586,2090,101045,Frantz Coe Elementary School,,17801,121,Puget Sound Educational Service District 121,17001,Seattle Public Schools,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"2424 7 AV W, SEATTLE, Washington, 98119-2513","2424 7 AV W, SEATTLE, Washington, 98119-2513",Lindsey  Backstrom,lmbackstrom@seattleschools.org,206.252.2000,47.6409330000001,-122.365655,King,7,36
5587,5159,104856,Frederickson Elementary,,17801,121,Puget Sound Educational Service District 121,27403,Bethel School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"17418 74TH AVE E, PUYALLUP, Washington, 98375","17418 74TH AVE E, PUYALLUP, Washington, 98375",Marie  Poch,MPOCH@BETHELSD.ORG,253.800.6300,47.0994390000001,-122.331512999,Pierce,10,2
5588,3794,102808,Freeman Elementary School,,32801,101,Educational Service District 101,32358,Freeman School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"14917 S Jackson Road, Rockford, Washington, 99030-9755","14917 S Jackson Road, Rockford, Washington, 99030-9755",Lisa A Phelan,lphelan@freemansd.org,509.291.4791,47.5174060000001,-117.194886,Spokane,5,6
5589,3192,102807,Freeman High School,,32801,101,Educational Service District 101,32358,Freeman School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"S 14626 Jackson, Rockford, Washington, 99030-9755","S 14626 Jackson, Rockford, Washington, 99030-9755",Jim  Straw,jstraw@freemansd.org,509.291.3721 ext.200,47.5197020000001,-117.196489,Spokane,5,6
5590,3561,102628,Riverview Elementary,,29801,189,Northwest Educational Service District 189,31201,Snohomish School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"7322 64th Street SE, Snohomish, Washington, 98290-0000","7322 64th Street SE, Snohomish, Washington, 98290-0000",Derek  Larsen,Derek.Larsen@sno.wednet.edu,360.563.4375,47.9378298140001,-122.132796143,Snohomish,1,44
5591,2520,102351,Friday Harbor Elementary School,,29801,189,Northwest Educational Service District 189,28149,San Juan Island School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"95 GROVER STREET, FRIDAY HARBOR, Washington, 98250-0000","PO BOX 458, FRIDAY HARBOR, Washington, 98250-0000",Holly   Wehner,hollywehner@sjisd.org,360.370.7309,48.5280220000001,-123.014898,San Juan,2,40
5592,2879,102352,Friday Harbor High School,,29801,189,Northwest Educational Service District 189,28149,San Juan Island School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"45 BLAIR STREET, FRIDAY HARBOR, Washington, 98250-0000","PO Box 458, Friday Harbor, Washington, 98250-0000",Martin  Yablonovsky,martinyablonovsky@sjisd.org,360.370.7109,48.5356800000001,-123.020940999,San Juan,2,40
5593,3011,102353,Friday Harbor Middle School,,29801,189,Northwest Educational Service District 189,28149,San Juan Island School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"85 BLAIR STREET, FRIDAY HARBOR, Washington, 98250-0000","PO BOX 458, FRIDAY HARBOR, Washington, 98250-0000",Martin  Yablonovsky,martinyablonovsky@sjisd.org,360.370.7109,48.5350030000001,-123.02084,San Juan,2,40
5594,4407,102310,Frontier Middle School,,17801,121,Puget Sound Educational Service District 121,27403,Bethel School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"22110 108th Avenue East, Graham, Washington, 98338-8871","22110 108th Ave E, Graham, Washington, 98338-8871",Bethany  Aoki,BAOKI@BETHELSD.ORG,253.800.8300,47.055664,-122.288166,Pierce,8,2
5595,4498,100616,Frontier Middle School,,6801,112,Educational Service District 112,6114,Evergreen School District (Clark),6,8,6,8," Public School, Regular School",P,Public School,Middle School,"7600 NE 166th Avenue, Vancouver, Washington, 98682-3100","7600 NE 166th Avenue, Vancouver, Washington, 98682-3100",Lynnette  Sundstrom,Lynnette.Sundstrom@evergreenps.org,360.604.3200,45.677987627,-122.500511176,Clark,3,17
5596,2673,100826,Frontier Middle School,,4801,171,North Central Educational Service District 171,13161,Moses Lake School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"517 WEST THIRD AVENUE, MOSES LAKE, Washington, 98837-0000","517 WEST THIRD AVENUE, MOSES LAKE, Washington, 98837-0000",Guinevere  Joyce,gjoyce@mlsd161.org,509.766.2662,47.126902,-119.28304,Grant,4,13
5597,3675,101538,Frost Elementary,,17801,121,Puget Sound Educational Service District 121,17414,Lake Washington School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"11801 NE 140th, Kirkland, Washington, 98034-2113","11801 NE 140th, Kirkland, Washington, 98034-2113",Toby  Brenner,tbrenner@lwsd.org,425.936.2560,47.7246200000001,-122.183308999,King,1,45
5598,2637,100526,Fruit Valley Elementary School,,6801,112,Educational Service District 112,6037,Vancouver School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"3410 NW FRUIT VALLEY RD, VANCOUVER, Washington, 98680-1215","3410 NW FRUIT VALLEY RD, VANCOUVER, Washington, 98680-1215",Matthew  Fechter,matthew.fechter@vansd.org,360.313.1900,45.647293,-122.693159,Clark,3,49
5599,3557,102052,Fruitland Elementary,,17801,121,Puget Sound Educational Service District 121,27003,Puyallup School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"1515 Fruitland Ave, Puyallup, Washington, 98371-7369","1515 Fruitland Ave, Puyallup, Washington, 98371-7369",Craig  Nelson,NelsoCW@puyallup.k12.wa.us,253.841.8734,47.1764360000001,-122.324014,Pierce,10,25
5600,4180,102887,Fort Colville Elementary,,32801,101,Educational Service District 101,33115,Colville School District,3,5,3,5," Public School, Regular School",P,Public School,Elementary School,"1212 E Ivy Ave, Colville, Washington, 99114-3400","1212 E Ivy Ave, Colville, Washington, 99114-3400",Brian   Cecil,bcecil@colsd.org,509.684.7830,48.5344430000001,-117.891327001,Stevens,5,7
5601,3902,100549,Gaiser Middle School,,6801,112,Educational Service District 112,6037,Vancouver School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"3000 NE 99TH ST, VANCOUVER, Washington, 98665-9262","3000 NE 99TH ST, VANCOUVER, Washington, 98665-9262",Esteban  Delgadillo,Esteban.Delgadillo@vansd.org,360.313.3400,45.693995,-122.639017,Clark,3,49
5602,3091,100833,Garden Heights Elementary,,4801,171,North Central Educational Service District 171,13161,Moses Lake School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"707 E NELSON ROAD, MOSES LAKE, Washington, 98837-0000","707 E NELSON ROAD, MOSES LAKE, Washington, 98837-0000",Michelle  Johnstone,mjohnstone@mlsd161.org,509.766.2651,47.115888,-119.265534,Grant,4,13
5603,2895,103147,Garfield Elementary,,32801,101,Educational Service District 101,38302,Garfield School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"810 North Third Street, Garfield, Washington, 99130-0398","POB 398, Garfield, Washington, 99130-0398",Zane  Wells,zwells@garpal.wednet.edu,509.635.1331,47.013629,-117.140181001,Whitman,5,9
5604,2065,102436,Garfield Elementary School,,29801,189,Northwest Educational Service District 189,31002,Everett School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"2215 Pine St., Everett, Washington, 98201-2598","2215 Pine St., Everett, Washington, 98201-2598",Kathleen  Stilwell,kstilwell@everettsd.org,425.385.4700,47.9877220000001,-122.191379,Snohomish,2,38
5605,2448,102962,Garfield Elementary School,,34801,113,Capital Region ESD 113,34111,Olympia School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"325 PLYMOUTH ST NW, OLYMPIA, Washington, 98502-4986","325 PLYMOUTH ST NW, OLYMPIA, Washington, 98502-4986",Brendon E Chertok,bchertok@osd.wednet.edu,360.596.6900,47.0480650000001,-122.920125,Thurston,10,22
5606,3727,102735,Garfield Elementary,,32801,101,Educational Service District 101,32081,Spokane School District,PK,6,-1,6," Public School, Regular School",P,Public School,Elementary School,"222 W Knox Ave, Spokane, Washington, 99205-4880","222 W Knox Ave, Spokane, Washington, 99205-4880",Jollene  Vining,JolleneV@SpokaneSchools.org,509.354.2755,47.677312,-117.415,Spokane,5,3
5607,2608,103250,Garfield Elementary School,,39801,105,Educational Service District 105,39202,Toppenish School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"505 MADISON AVE , TOPPENISH, Washington, 98948-1173","505 MADISON AVE, TOPPENISH, Washington, 98948-1173",Melissa  Brackney,mbrackney@toppenish.wednet.edu,509.865.4575,46.3770690000001,-120.318382,Yakima,4,15
5608,2176,103176,Garfield Elementary School,,39801,105,Educational Service District 105,39007,Yakima School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"612 N 6th Ave, Yakima, Washington, 98902-2197","612 N 6th Ave, Yakima, Washington, 98902-2197",Steve  Brownlow,brownlow.steve@ysd7.org,509.573.5701,46.6085721540001,-120.521877394,Yakima,4,14
5609,3510,103020,Garrison Middle School,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"906 CHASE ST, WALLA WALLA, Washington, 99362-3996","906 CHASE ST, WALLA WALLA, Washington, 99362-3996",Kimberle Annette Doepker,kdoepker@wwps.org,509.527.3040,46.0546430000001,-118.341451,Walla Walla,5,16
5610,3758,102737,Garry Middle School,,32801,101,Educational Service District 101,32081,Spokane School District,7,8,7,8," Public School, Regular School",P,Public School,Middle School,"725 E Joseph Ave, Spokane, Washington, 99207-3499","725 E Joseph Ave, Spokane, Washington, 99207-3499",Wendy  Watson,WendyW@SpokaneSchools.org,509.354.5200,47.710544,-117.398644,Spokane,5,3
5611,4437,102465,Gateway Middle School,,29801,189,Northwest Educational Service District 189,31002,Everett School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"15404 Silver Firs Dr., Everett, Washington, 98208-8939","15404 Silver Firs Dr., Everett, Washington, 98208-8939",Matthew  Bennett,mbennett@everettsd.org,425.385.6600,47.8538740000001,-122.15526,Snohomish,1,1
5612,2139,101055,Gatewood Elementary School,,17801,121,Puget Sound Educational Service District 121,17001,Seattle Public Schools,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"4320 SW MYRTLE ST, SEATTLE, Washington, 98136-1752","4320 SW MYRTLE ST, SEATTLE, Washington, 98136-1752",Kyna  Hogg,kkhogg@seattleschools.org,206.252.9400,47.5402580000001,-122.388514001,King,7,34
5613,2911,100580,Gause Elementary,,6801,112,Educational Service District 112,6112,Washougal School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"1100 34TH ST, WASHOUGAL, Washington, 98671-1907","1100 34th Street, Washougal, Washington, 98671-1907",Tami  Culp,tami.culp@washougalsd.org,360.954.3701,45.5846960000001,-122.331605,Clark,3,18
5614,2746,102126,Geiger Montessori School,,17801,121,Puget Sound Educational Service District 121,27010,Tacoma School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"7401 S 8th St, Tacoma, Washington, 98465-0000","7401 S 8th St, Tacoma, Washington, 98465-0000",Neil  O'Brien,nobrien@tacoma.k12.wa.us,253.571.6800,47.254582,-122.536509,Pierce,6,28
5615,2262,103056,Geneva Elementary School,,29801,189,Northwest Educational Service District 189,37501,Bellingham School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"1401 Geneva St, Bellingham, Washington, 98229-5218","1401 Geneva St, Bellingham, Washington, 98229-5218",Sharece  Steinkamp,sharece.steinkamp@bellinghamschools.org,360.676.6416,48.748164,-122.402505,Whatcom,2,40
5616,3424,100541,George C Marshall Elementary,,6801,112,Educational Service District 112,6037,Vancouver School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"6400 MACARTHUR BLVD, VANCOUVER, Washington, 98661-7533","6400 MACARTHUR BLVD, VANCOUVER, Washington, 98661-7533",Roberta J Geenty,Bobbi.Geenty@vansd.org,360.313.2400,45.6226270000001,-122.606058999,Clark,3,49
5617,3426,100805,George Elementary,,4801,171,North Central Educational Service District 171,13144,Quincy School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"401 S. WASHINGTON WAY, QUINCY, Washington, 98848-0000","401 S. WASHINGTON WAY, QUINCY, Washington, 98848-0000",William C Schutzmann,wschutzm@qsd.wednet.edu,509.785.2244,47.076084,-119.856853,Grant,4,13
5618,4413,101608,George T. Daniel Elementary School,,17801,121,Puget Sound Educational Service District 121,17415,Kent School District,PK,6,-1,6," Public School, Regular School",P,Public School,Elementary School,"11310 SE 248th ST, Kent, Washington, 98030-4922","11310 SE 248th ST, Kent, Washington, 98030-4922",Jennifer Lynn Hoglund,Jennifer.Hoglund@kent.k12.wa.us,253.373.7615,47.380364,-122.190207,King,8,47
5619,4452,102957,George Bush Middle School,,34801,113,Capital Region ESD 113,34033,Tumwater School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"2120 83rd Avenue SW, Tumwater, Washington, 98512-0000","2120 83rd Avenue SW, Tumwater, Washington, 98512-0000",Shawn  Guthrie,shawn.guthrie@tumwater.k12.wa.us,360.709.7400,46.9683160000001,-122.927587,Thurston,10,22
5620,2664,102873,Gess Elementary,,32801,101,Educational Service District 101,33036,Chewelah School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"E. 405 Lincoln, Chewelah, Washington, 99109-0000","P.O. Box 7, Chewelah, Washington, 99109-0007",Julie   Price,jprice@chewelahk12.us,509.685.6800 ext. 84001,48.281935,-117.711762,Stevens,5,7
5621,4575,103836,Angelo Giaudrone Middle School,,17801,121,Puget Sound Educational Service District 121,27010,Tacoma School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"4902 S Alaska St, Tacoma, Washington, 98408-0000","4902 S Alaska St, Tacoma, Washington, 98408-0000",Shannan  Graves,sgraves@Tacoma.K12.Wa.US,253.571.5811,47.211954,-122.459431001,Pierce,6,27
5622,4081,102260,Gig Harbor High,,17801,121,Puget Sound Educational Service District 121,27401,Peninsula School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"5101 Rosedale St NW, Gig Harbor, Washington, 98335-1899","5101 Rosedale St NW, Gig Harbor, Washington, 98335-1899",Tom  Leacy,leacyt@psd401.net,253.530.1400,47.3311860000001,-122.605649001,Pierce,6,26
5623,2818,103188,Gilbert Elementary School,,39801,105,Educational Service District 105,39007,Yakima School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"4400 Douglas Dr, Yakima, Washington, 98908-2699","4400 Douglas Dr, Yakima, Washington, 98908-2699",Stephanie  Rosbach,rosbach.stephanie@ysd7.org,509.573.5801,46.60429,-120.567902,Yakima,4,14
5624,3669,101423,Gildo Rey Elementary School,,17801,121,Puget Sound Educational Service District 121,17408,Auburn School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"1005 37TH ST SE, AUBURN, Washington, 98002-8710","1005 37TH ST SE, AUBURN, Washington, 98002-8710",Lenny  Holloman,LHolloman@auburn.wednet.edu,253.931.4952,47.278307,-122.215744001,King,8,30
5625,3458,102324,Glacier Middle School,,17801,121,Puget Sound Educational Service District 121,27416,White River School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"240 North C St, Buckley, Washington, 98321-9323","PO Box 1683, Buckley, Washington, 98321-1683",Nick  Hedman,nhedman@whiteriver.wednet.edu,360.829.6147,47.164699,-122.022795,Pierce,8,31
5626,4453,101442,Glacier Park Elementary,,17801,121,Puget Sound Educational Service District 121,17409,Tahoma School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"23700 SE 280th Street, Maple Valley, Washington, 98038-8198","23700 SE 280th Street, Maple Valley, Washington, 98038-8198",Shelly  Gaston,SGaston@TahomaSD.US,425.413.3701,47.35173,-122.025619,King,8,5
5627,5128,104722,Glacier Peak High School,,29801,189,Northwest Educational Service District 189,31201,Snohomish School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"7401 144th Pl SE, Snohomish , Washington, 98296","7401 144th Pl SE, Snohomish , Washington, 98296",Jeff  Larson,Jeffrey.Larson@sno.wednet.edu,360.563.7300,47.8678110000001,-122.133472,Snohomish,1,44
5628,5142,104768,Glacier View Junior High,,17801,121,Puget Sound Educational Service District 121,27003,Puyallup School District,7,9,7,9," Public School, Regular School",P,Public School,Jr High,"12807 184th St E, Puyallup, Washington, 98374","12807 184th St E, Puyallup, Washington, 98374",Tawana  Bens,BensTM@puyallup.k12.wa.us,253.840.8922,47.0886070000001,-122.258746,Pierce,8,25
5629,4489,101614,Glenridge Elementary,,17801,121,Puget Sound Educational Service District 121,17415,Kent School District,PK,6,-1,6," Public School, Regular School",P,Public School,Elementary School,"19405 120th Ave SE, Kent, Washington, 98031-0571","19405 120th Ave SE, Kent, Washington, 98031-0571",Scott  Abernathy,scott.abernathy@kent.k12.wa.us,(253) 373-7494,47.428386,-122.182869,King,9,11
5630,4391,102480,Glenwood Elementary,,29801,189,Northwest Educational Service District 189,31004,Lake Stevens School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"2221 103 AVE SE, Lake Stevens, Washington, 98258","2221 103 AVE SE, Lake Stevens, Washington, 98258",Jennifer  Johnson,jennifer_johnson@lkstevens.wednet.edu,425.335.1510,47.975806,-122.092043999,Snohomish,1,44
5631,3018,100637,Glenwood Heights Primary,,6801,112,Educational Service District 112,6119,Battle Ground School District,PK,4,-1,4," Public School, Regular School",P,Public School,Elementary School,"9716 NE 134TH ST, VANCOUVER, Washington, 98662-0000","9716 NE 134th St, Vancouver, Washington, 98662-0000",  ,,,45.719095,-122.571916,Clark,3,17
5632,3258,102723,Glover Middle School,,32801,101,Educational Service District 101,32081,Spokane School District,7,8,7,8," Public School, Regular School",P,Public School,Middle School,"2330 W Longfellow Ave, Spokane, Washington, 99205-1547","2330 W Longfellow Ave, Spokane, Washington, 99205-1547",Mark  Lund,MarkLu@SpokaneSchools.org,509.354.5400,47.6978970000001,-117.446412,Spokane,5,3
5633,4399,102649,Gold Bar Elementary,,29801,189,Northwest Educational Service District 189,31311,Sultan School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"419 Lewis Ave, Gold Bar, Washington, 98251-0000","419 Lewis Ave, Gold Bar, Washington, 98251-0000",Keith  Buechler,keith.buechler@sultan.k12.wa.us,360.793.9840,47.8571590000001,-121.696638,Snohomish,1,39
5634,2856,101808,Goldendale High School,,39801,105,Educational Service District 105,20404,Goldendale School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"525 SIMCOE DR., GOLDENDALE, Washington, 98620-9299","525 SIMCOE DR., GOLDENDALE, Washington, 98620-9299",JOHN A WESTERMAN,JWESTERMAN@GSD404.ORG,509.773.5846,45.8154200000001,-120.813694,Klickitat,3,14
5635,3393,101809,Goldendale Middle School,,39801,105,Educational Service District 105,20404,Goldendale School District,5,8,5,8," Public School, Regular School",P,Public School,Middle School,"520 E. COLLINS DR., GOLDENDALE, Washington, 98620-9298","520 E. COLLINS DR., GOLDENDALE, Washington, 98620-9298",Kristin  Garrett-Lummio,klummio@gsd404.org,509.773.5177,45.8187590000001,-120.81466,Klickitat,3,14
5636,2677,101807,Goldendale Primary School,,39801,105,Educational Service District 105,20404,Goldendale School District,K,4,0,4," Public School, Regular School",P,Public School,Elementary School,"820 S. SCHUSTER ST, GOLDENDALE, Washington, 98620-9038","820 S. SCHUSTER ST, GOLDENDALE, Washington, 98620-9038",Angie  Hedges,ahedges@gsd404.org,509.773.5111,45.8164560000001,-120.816648,Klickitat,3,14
5637,2294,102250,Goodman Middle School,,17801,121,Puget Sound Educational Service District 121,27401,Peninsula School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"3701 38th Ave NW, Gig Harbor, Washington, 98335-8231","3701 38th Ave NW, Gig Harbor, Washington, 98335-8231",Tyrone (Ty)  Robuck,robuckt@psd401.net,253.530.1600,47.2917330000001,-122.591725,Pierce,6,26
5638,3645,102055,Rogers High School,,17801,121,Puget Sound Educational Service District 121,27003,Puyallup School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"12801 86th Ave E, Puyallup, Washington, 98373-5454","12801 86th Ave E, Puyallup, Washington, 98373-5454",Jason  Smith,SmithJA2@puyallup.k12.wa.us,253.841.8717,47.1382610000001,-122.312504,Pierce,10,25
5639,4297,102307,Graham Elementary,,17801,121,Puget Sound Educational Service District 121,27403,Bethel School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"10026 204th Street East, Graham, Washington, 98338-9216","10026 204th St E, Graham, Washington, 98338-9216",Amy  Low,alow@bethelsd.org,253.800.8500,47.07043,-122.296868,Pierce,10,2
5640,3378,101126,Graham Hill Elementary School,,17801,121,Puget Sound Educational Service District 121,17001,Seattle Public Schools,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"5149 S GRAHAM ST, SEATTLE, Washington, 98118-2938","5149 S GRAHAM ST, SEATTLE, Washington, 98118-2938",Reena  Deese,rskido@seattleschools.org,206.252.7140,47.5457060000001,-122.268528999,King,9,37
5641,5033,104150,Graham Kapowsin High School,,17801,121,Puget Sound Educational Service District 121,27403,Bethel School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"22100 108th Ave E, Graham, Washington, 98338","22100 108th Ave E, Graham, Washington, 98338",Matt  Yarkosky,myarkosky@bethelsd.org,253.800.6100,47.0573360000001,-122.286751,Pierce,8,2
5642,3801,102995,Grand Mound Elementary,,34801,113,Capital Region ESD 113,34401,Rochester School District,3,5,3,5," Public School, Regular School",P,Public School,Elementary School,"7710 James Rd SW, Rochester, Washington, 98579-9355","7710 James Rd SW, Rochester, Washington, 98579-9355",Kelley  Bremgartner,kbremgartner@rochester.wednet.edu,360.273.5512,46.7950300000001,-123.045498,Thurston,3,20
5643,5056,104209,Grand Ridge Elementary,,17801,121,Puget Sound Educational Service District 121,17411,Issaquah School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"1739 NE Park Dr, Issaquah, Washington, 98029","1739 NE Park Dr, Issaquah, Washington, 98029",Jill  Ravenscraft,ravenscraftj@issaquah.wednet.edu,425.837.7926,47.54679,-122.005021,King,8,5
5644,3071,103234,Grandview Middle School,,39801,105,Educational Service District 105,39200,Grandview School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"1401 W 2nd ST, Grandview, Washington, 98930-0000","1401 W 2nd ST, Grandview, Washington, 98930-0000",James  Heinle,jjheinle@gsd200.org,509.882.8710,46.2555100000001,-119.92127,Yakima,4,15
5645,3314,103264,Granger High School,,39801,105,Educational Service District 105,39204,Granger School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"315 East Mentzer Avenue, Granger, Washington, 98932-0400","701 E Avenue, Granger, Washington, 98932-0400",Michael  Carlson,carlsonm@gsd.wednet.edu,509.854.1115,46.347558,-120.194742999,Yakima,4,15
5646,2580,102655,Granite Falls High School,,29801,189,Northwest Educational Service District 189,31332,Granite Falls School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"1401 100th St NE, Granite Falls, Washington, 98252","1401 100th St NE, Granite Falls, Washington, 98252",John  Kniseley,jkniseley@gfalls.wednet.edu,360.283.4394,48.0878450000001,-121.987612,Snohomish,1,39
5647,4113,102657,Granite Falls Middle School,,29801,189,Northwest Educational Service District 189,31332,Granite Falls School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"405 North Alder Ave, Granite Falls, Washington, 98252-9808","405 North Alder Avenue, Granite Falls, Washington, 98252-8907",Dave  Bianchini,dbianchini@gfalls.wednet.edu,360.691.7710,48.0871298330001,-121.962476586,Snohomish,1,39
5648,3092,100842,Grant Elementary,,4801,171,North Central Educational Service District 171,13165,Ephrata School District,PK,4,-1,4," Public School, Regular School",P,Public School,Elementary School,"451 3RD NW, EPHRATA, Washington, 98823-0000","451 3RD NW, EPHRATA, Washington, 98823-0000",Shannon  Dahl,sdahl@ephrataschools.org,509.754.4676,47.325584,-119.554048001,Grant,4,13
5649,3729,102736,Grant Elementary,,32801,101,Educational Service District 101,32081,Spokane School District,PK,6,-1,6," Public School, Regular School",P,Public School,Elementary School,"1300 E 9Th Ave, Spokane, Washington, 99202-2499","1300 E 9Th Ave, Spokane, Washington, 99202-2499",Brittney  Searcy,BrittneyS@SpokaneSchools.org,509.354.2808,47.6467960000001,-117.391137,Spokane,5,3
5650,3053,102140,Grant Elementary School,,17801,121,Puget Sound Educational Service District 121,27010,Tacoma School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"1018 N Prospect St, Tacoma, Washington, 98406-0000","1018 N Prospect St, Tacoma, Washington, 98406-0000",Vince  Blauser,vblause@Tacoma.K12.Wa.US,253.571.5400,47.259325,-122.469671,Pierce,6,27
5651,3094,100963,Salish Coast Elementary,,18801,114,Olympic Educational Service District 114,16050,Port Townsend School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"1637 Grant St, Port Townsend, Washington, 98368-7622","1637 Grant St, Port Townsend, Washington, 98368-7622",Lisa  Condran,lcondran@ptschools.org,360.379.4535,48.1122560000001,-122.791973999,Jefferson,6,24
5652,2962,100348,Grantham Elementary,,11801,123,Educational Service District 123,2250,Clarkston School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"1253 Poplar St, Clarkston, Washington, 99403-2248","1253 Poplar St, Clarkston, Washington, 99403-2248",Don  Lee,LeeD@csdk12.org,509.769.5522,46.4177110000001,-117.0564,Asotin,5,9
5653,2555,103231,Grandview High School,,39801,105,Educational Service District 105,39200,Grandview School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"1601 W 5th ST, Grandview, Washington, 98930-0000","1601 W 5th ST, Grandview, Washington, 98930-0000",Kimberly  Casey,kkcasey@gsd200.org,509.882.8750,46.252308,-119.923585,Yakima,4,15
5654,2145,101906,Grapeview Elementary & Middle School,,34801,113,Capital Region ESD 113,23054,Grapeview School District,K,8,0,8," Public School, Regular School",P,Public School,Other,"822 E Mason Benson Rd, Grapeview, Washington, 98546-9514","822 E Mason Benson Rd, Grapeview, Washington, 98546-9514",Josie  Bean,jbean@gsd54.org,360.426.4921,47.3201470000001,-122.91682,Mason,6,35
