AUN,LEAInstName,PreK_Half,LEACategory,LEAIUNumber,LEAIU,LEACountyName,LEAStatus,LEAStatusEffectiveDate,LEAWebAddress,LEAPublicEmailAddress,LEAMailingAddressLine1,LEAMailingAddressLine2,LEAMailingCity,LEAMailingState,LEAMailingZipCode,LEAMailingZipCodeExtn,LEALocationAddressLine1,LEALocationAddressLine2,LEALocationCity,LEALocationState,LEALocationZipCode,LEALocationZipCodeExtn,LEAPhoneNumber,LEAPhoneNumberExtn,LEAAdminTitle,LEAAdminSalutation,LEAAdminFirstName,LEAAdminMiddleInitial,LEAAdminLastName,LEAAdminSuffix,LEAAdminPhone,LEAAdminPhoneExtn,SchoolInstCtgyDesc,SchoolAUNNum,SchoolBranchNum,SchoolName,GradeYear,GradeList,GradeCtgy,K4_Half,K4_Full,K5_Half,K5_Full,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Elementary_Ungraded,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Secondary_Ungraded,SchoolCountyName,SchoolStatus,SchoolStatusEffDate,SchoolWebAddress,SchoolPublicEmailAddress,SchoolPhone,SchoolPhoneExtn,SchoolMailingAddressLine1,SchoolMailingAddressLine2,SchoolMailingCity,SchoolMailingState,SchoolMailingZipCode,SchoolMailingZipCodeExtn,SchoolLocationAddressLine1,SchoolLocationAddressLine2,SchoolLocationCity,SchoolLocationState,SchoolLocationZipCode,SchoolLocationZipCodeExtn,SchoolAdminTitle,SchoolAdminSalutation,SchoolAdminFirstName,SchoolAdminMiddleInitial,SchoolAdminLastName,SchoolAdminSuffix,CyberSchoolInd
129545003,North Schuylkill SD,0,School District,29,Schuylkill IU 29,Schuylkill,Open,06/08/1999,http://www.northschuylkill.net,,15 Academy Lane,,Ashland,PA,17921,9301,15 Academy Lane,,Ashland,PA,17921,9301,(570)874-0466,1100,Superintendent,Dr,Robert,J,Ackell,,(570)874-0466,,Regular School,129545003,3883,North Schuylkill JSHS,2021-2022,7-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,Schuylkill,Open,07/13/1998,http://www.northschuylkill.net,,(570)874-0495,,15 Academy Lane Route 61,,Ashland,PA,17921,9301,15 Academy Lane Route 61,,Ashland,PA,17921,9301,Principal,Mr,Ken,,Roseberry,,
129545003,North Schuylkill SD,0,School District,29,Schuylkill IU 29,Schuylkill,Open,06/08/1999,http://www.northschuylkill.net,,15 Academy Lane,,Ashland,PA,17921,9301,15 Academy Lane,,Ashland,PA,17921,9301,(570)874-0466,1100,Superintendent,Dr,Robert,J,Ackell,,(570)874-0466,,Regular School,129545003,7950,North Schuylkill Elem Sch,2021-2022,K5F-6,ELEMENTARY,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Schuylkill,Open,07/01/2007,http://www.northschuylkill.net,,(570)874-3661,,38 Line St,,Ashland,PA,17921,,38 Line St,,Ashland,PA,17921,,Principal,Ms,Janice,M,Whitaker,,
108565503,North Star SD,0,School District,8,Appalachia IU 8,Somerset,Open,09/22/1999,http://www.nscougars.com,,1200 Morris Ave,,Boswell,PA,15531,1231,1200 Morris Ave,,Boswell,PA,15531,1231,(814)629-5631,,Superintendent,Mr,Louis,M,Lepley,,(814)629-5631,1102,Regular School,108565503,3988,North Star HS,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Somerset,Open,07/12/1995,http://www.nscougars.com,,(814)629-6651,,400 Ohio St,,Boswell,PA,15531,1237,400 Ohio St,,Boswell,PA,15531,1237,Principal,Mr,Thaddeus,A,Kiesnowski,,
108565503,North Star SD,0,School District,8,Appalachia IU 8,Somerset,Open,09/22/1999,http://www.nscougars.com,,1200 Morris Ave,,Boswell,PA,15531,1231,1200 Morris Ave,,Boswell,PA,15531,1231,(814)629-5631,,Superintendent,Mr,Louis,M,Lepley,,(814)629-5631,1102,Regular School,108565503,7259,North Star East MS,2021-2022,"5-6,7-8",ELEMENTARY/SECONDARY,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,Somerset,Open,05/12/2005,http://www.nscougars.com,,(814)893-5616,,3598 Whistler Rd,,Stoystown,PA,15563,,3598 Whistler Rd,,Stoystown,PA,15563,,Principal,Mr,Zachary,A,Vena,,
108565503,North Star SD,1,School District,8,Appalachia IU 8,Somerset,Open,09/22/1999,http://www.nscougars.com,,1200 Morris Ave,,Boswell,PA,15531,1231,1200 Morris Ave,,Boswell,PA,15531,1231,(814)629-5631,,Superintendent,Mr,Louis,M,Lepley,,(814)629-5631,1102,Regular School,108565503,4837,North Star Central El Sch,2021-2022,"PreKH,K5F-4",ELEMENTARY,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Somerset,Open,06/26/1998,http://www.nscougars.com,,(814)629-5627,,1215 Morris Ave,,Boswell,PA,15531,1230,1215 Morris Ave,,Boswell,PA,15531,1230,Principal,Mrs,Renee,L,Lepley,,
120484903,Northampton Area SD,0,School District,20,Colonial IU 20,Northampton,Open,07/26/2000,http://www.nasdschools.org,,2014 Laubach Avenue,,Northampton,PA,18067,0118,2014 Laubach Avenue,,Northampton,PA,18067,0118,(610)262-7811,,Superintendent,Mr,Joseph,S,Kovalchik,,(610)262-7811,,Regular School,120484903,3499,Lehigh El Sch,2021-2022,K5F-5,ELEMENTARY,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Northampton,Open,07/11/1994,,,(610)767-1192,,800 Blue Mountain Dr,,Walnutport,PA,18088,9741,800 Blue Mountain Dr,,Walnutport,PA,18088,9741,Principal,Mrs,Cassandra,,Herr,,
120484903,Northampton Area SD,0,School District,20,Colonial IU 20,Northampton,Open,07/26/2000,http://www.nasdschools.org,,2014 Laubach Avenue,,Northampton,PA,18067,0118,2014 Laubach Avenue,,Northampton,PA,18067,0118,(610)262-7811,,Superintendent,Mr,Joseph,S,Kovalchik,,(610)262-7811,,Regular School,120484903,3500,Moore El Sch,2021-2022,K5F-5,ELEMENTARY,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Northampton,Open,07/08/1993,,,(610)837-1859,,2835 Mountain View Dr,,Bath,PA,18014,9333,2835 Mountain View Dr,,Bath,PA,18014,9333,Principal,Mr,Curt,,Dimmick,,
120484903,Northampton Area SD,0,School District,20,Colonial IU 20,Northampton,Open,07/26/2000,http://www.nasdschools.org,,2014 Laubach Avenue,,Northampton,PA,18067,0118,2014 Laubach Avenue,,Northampton,PA,18067,0118,(610)262-7811,,Superintendent,Mr,Joseph,S,Kovalchik,,(610)262-7811,,Regular School,120484903,3505,Northampton Area HS,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Northampton,Open,07/02/1999,,,(610)262-7812,,1619 Laubach Ave,,Northampton,PA,18067,1517,1619 Laubach Ave,,Northampton,PA,18067,1517,Principal,Mr,Luke,,Shafnisky,,
120484903,Northampton Area SD,0,School District,20,Colonial IU 20,Northampton,Open,07/26/2000,http://www.nasdschools.org,,2014 Laubach Avenue,,Northampton,PA,18067,0118,2014 Laubach Avenue,,Northampton,PA,18067,0118,(610)262-7811,,Superintendent,Mr,Joseph,S,Kovalchik,,(610)262-7811,,Regular School,120484903,5258,Northampton Area MS,2021-2022,"6,7-8",ELEMENTARY/SECONDARY,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Northampton,Open,07/02/1999,,,(610)262-7817,,1617 Laubach Ave,,Northampton,PA,18067,1517,1617 Laubach Ave,,Northampton,PA,18067,1517,Principal,Dr,Lori,,Kuhns,,
120484903,Northampton Area SD,0,School District,20,Colonial IU 20,Northampton,Open,07/26/2000,http://www.nasdschools.org,,2014 Laubach Avenue,,Northampton,PA,18067,0118,2014 Laubach Avenue,,Northampton,PA,18067,0118,(610)262-7811,,Superintendent,Mr,Joseph,S,Kovalchik,,(610)262-7811,,Regular School,120484903,7430,Colonel John Siegfried El Sch,2021-2022,K5F-5,ELEMENTARY,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Northampton,Open,04/18/1997,,,(610)262-6430,,1677 Lincoln Ave,,Northampton,PA,18067,1540,1677 Lincoln Ave,,Northampton,PA,18067,1540,Principal,Mrs,Renee,,Sallit,,
120484903,Northampton Area SD,1,School District,20,Colonial IU 20,Northampton,Open,07/26/2000,http://www.nasdschools.org,,2014 Laubach Avenue,,Northampton,PA,18067,0118,2014 Laubach Avenue,,Northampton,PA,18067,0118,(610)262-7811,,Superintendent,Mr,Joseph,S,Kovalchik,,(610)262-7811,,Regular School,120484903,5062,George Wolf El Sch,2021-2022,"PreKH,K5F-5",ELEMENTARY,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Northampton,Open,06/30/2000,,,(610)837-1833,,300 Allen Street,,Bath,PA,18014,,300 Allen Street,,Bath,PA,18014,,Principal,Mr,Stephen,J,Serensits,,
117083004,Northeast Bradford SD,0,School District,17,BLaST IU 17,Bradford,Open,06/08/1999,http://www.nebpanthers.com,,526 Panther Lane,,Rome,PA,18837,9505,526 Panther Lane,,Rome,PA,18837,9505,(570)744-2521,,Superintendent,Mr,William,J,Clark,,(570)744-2521,2206,Regular School,117083004,0964,Northeast Bradford JSHS,2021-2022,7-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,Bradford,Open,07/13/1998,http://www.nebpanthers.com,,(570)744-2521,,526 Panther Lane,,Rome,PA,18837,9505,526 Panther Lane,,Rome,PA,18837,9505,Principal,Mr,Matthew,A,Holmes,,
117083004,Northeast Bradford SD,0,School District,17,BLaST IU 17,Bradford,Open,06/08/1999,http://www.nebpanthers.com,,526 Panther Lane,,Rome,PA,18837,9505,526 Panther Lane,,Rome,PA,18837,9505,(570)744-2521,,Superintendent,Mr,William,J,Clark,,(570)744-2521,2206,Regular School,117083004,5209,Northeast Bradford El Sch,2021-2022,K5F-6,ELEMENTARY,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Bradford,Open,07/13/1998,http://www.nebpanthers.com,,(570)744-2521,2243,210 Panther Lane,,Rome,PA,18837,9505,210 Panther Lane,,Rome,PA,18837,9505,Principal,Mr,Scott,,Webster,,
112674403,Northeastern York SD,0,School District,12,Lincoln IU 12,York,Open,06/08/1999,http://www.nesd.k12.pa.us,,41 Harding St,,Manchester,PA,17345,1119,41 Harding St,,Manchester,PA,17345,1119,(717)266-3667,,Superintendent,Dr,Stacey,A,Sidle,,(717)266-3667,10235,Regular School,112674403,4572,Conewago El Sch,2021-2022,K5F-3,ELEMENTARY,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,York,Open,03/06/1991,,,(717)266-1644,,570 Copenhaffer Rd,,York,PA,17404,8388,570 Copenhaffer Rd,,York,PA,17404,8388,Principal,Mrs,Melinda,,O'Brien,,
112674403,Northeastern York SD,0,School District,12,Lincoln IU 12,York,Open,06/08/1999,http://www.nesd.k12.pa.us,,41 Harding St,,Manchester,PA,17345,1119,41 Harding St,,Manchester,PA,17345,1119,(717)266-3667,,Superintendent,Dr,Stacey,A,Sidle,,(717)266-3667,10235,Regular School,112674403,4576,York Haven El Sch,2021-2022,K5F-3,ELEMENTARY,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,York,Open,10/15/1998,,,(717)266-5007,,360 Cassel Rd,PO Box 5,York Haven,PA,17370,0005,360 Cassel Rd,PO Box 5,York Haven,PA,17370,0005,Principal,Mr,Raymond,,March,,
112674403,Northeastern York SD,0,School District,12,Lincoln IU 12,York,Open,06/08/1999,http://www.nesd.k12.pa.us,,41 Harding St,,Manchester,PA,17345,1119,41 Harding St,,Manchester,PA,17345,1119,(717)266-3667,,Superintendent,Dr,Stacey,A,Sidle,,(717)266-3667,10235,Regular School,112674403,4577,Northeastern SHS,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,York,Open,07/09/1998,,,(717)266-3644,,300 High St,,Manchester,PA,17345,1518,300 High St,,Manchester,PA,17345,1518,Principal,Mr,Mathew,,Gay,,
112674403,Northeastern York SD,0,School District,12,Lincoln IU 12,York,Open,06/08/1999,http://www.nesd.k12.pa.us,,41 Harding St,,Manchester,PA,17345,1119,41 Harding St,,Manchester,PA,17345,1119,(717)266-3667,,Superintendent,Dr,Stacey,A,Sidle,,(717)266-3667,10235,Regular School,112674403,4578,Northeastern MS,2021-2022,7-8,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,York,Open,05/12/2005,,,(717)266-3676,,4855 Board Road,,Mount Wolf,PA,17347,    ,4855 Board Road,,Mount Wolf,PA,17347,    ,Principal,Mr,Michael,,Alessandroni,,
112674403,Northeastern York SD,0,School District,12,Lincoln IU 12,York,Open,06/08/1999,http://www.nesd.k12.pa.us,,41 Harding St,,Manchester,PA,17345,1119,41 Harding St,,Manchester,PA,17345,1119,(717)266-3667,,Superintendent,Dr,Stacey,A,Sidle,,(717)266-3667,10235,Regular School,112674403,5272,Orendorf El Sch,2021-2022,K5F-3,ELEMENTARY,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,York,Open,06/20/2000,,,(717)266-5621,,101 South Hartman Street,,Manchester,PA,17345,,101 South Hartman Street,,Manchester,PA,17345,,Principal,Mr,Devin,,Moyer,,
112674403,Northeastern York SD,0,School District,12,Lincoln IU 12,York,Open,06/08/1999,http://www.nesd.k12.pa.us,,41 Harding St,,Manchester,PA,17345,1119,41 Harding St,,Manchester,PA,17345,1119,(717)266-3667,,Superintendent,Dr,Stacey,A,Sidle,,(717)266-3667,10235,Regular School,112674403,7375,Mt Wolf El Sch,2021-2022,K5F-3,ELEMENTARY,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,York,Open,06/20/2000,,,(717)266-6570,,590 Maple Street,PO Box 1013,Mt Wolf,PA,17347,    ,590 Maple Street,PO Box 1013,Mt Wolf,PA,17347,    ,Principal,Mr,Jeff,,Clifton,,
112674403,Northeastern York SD,0,School District,12,Lincoln IU 12,York,Open,06/08/1999,http://www.nesd.k12.pa.us,,41 Harding St,,Manchester,PA,17345,1119,41 Harding St,,Manchester,PA,17345,1119,(717)266-3667,,Superintendent,Dr,Stacey,A,Sidle,,(717)266-3667,10235,Regular School,112674403,7644,Spring Forge Intrd Sch,2021-2022,4-6,ELEMENTARY,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,York,Open,05/30/2000,,,(717)266-9833,,100 South Hartman Street,,Manchester,PA,17345,,100 South Hartman Street,,Manchester,PA,17345,,Principal,Dr,Melissa,,Bream,,
112674403,Northeastern York SD,0,School District,12,Lincoln IU 12,York,Open,06/08/1999,http://www.nesd.k12.pa.us,,41 Harding St,,Manchester,PA,17345,1119,41 Harding St,,Manchester,PA,17345,1119,(717)266-3667,,Superintendent,Dr,Stacey,A,Sidle,,(717)266-3667,10235,Regular School,112674403,7962,Shallow Brook Inter Sch,2021-2022,4-6,ELEMENTARY,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,York,Open,07/01/2007,,,(717)266-7030,,213 S Hartman St,,Manchester,PA,17345,,213 S Hartman St,,Manchester,PA,17345,,Principal,Mr,Scott,,D'Orazio,,
108056004,Northern Bedford County SD,0,School District,8,Appalachia IU 8,Bedford,Open,06/08/1999,http://www.nbcsd.org,,152 NBC Drive,,Loysburg,PA,16659,9549,152 NBC Drive,,Loysburg,PA,16659,9549,(814)766-2221,,Superintendent,Mr,Todd,B,Beatty,,(814)766-2221,4700,Regular School,108056004,7167,Northern Bedford Co El Sch,2021-2022,PreKF-5,ELEMENTARY,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Bedford,Open,07/16/1999,http://www.nbcsd.org,,(814)766-2221,4780,217 NBC Dr,,Loysburg,PA,16659,9552,217 NBC Dr,,Loysburg,PA,16659,9552,Principal,Mr,Trevor,M,Replogle,,
108056004,Northern Bedford County SD,0,School District,8,Appalachia IU 8,Bedford,Open,06/08/1999,http://www.nbcsd.org,,152 NBC Drive,,Loysburg,PA,16659,9549,152 NBC Drive,,Loysburg,PA,16659,9549,(814)766-2221,,Superintendent,Mr,Todd,B,Beatty,,(814)766-2221,4700,Regular School,108056004,8435,Northern Bedford County MS,2021-2022,"6,7-8",ELEMENTARY/SECONDARY,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Bedford,Open,07/01/2018,,,(814)766-2221,,152 NBC Dr,,Loysburg,PA,16659,9549,152 NBC Dr,,Loysburg,PA,16659,9549,Principal,Mrs,Kendra,,Pritchett,,
108056004,Northern Bedford County SD,0,School District,8,Appalachia IU 8,Bedford,Open,06/08/1999,http://www.nbcsd.org,,152 NBC Drive,,Loysburg,PA,16659,9549,152 NBC Drive,,Loysburg,PA,16659,9549,(814)766-2221,,Superintendent,Mr,Todd,B,Beatty,,(814)766-2221,4700,Regular School,108056004,8436,Northern Bedford County HS,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Bedford,Open,07/01/2018,,,(814)766-2221,,152 NBC Dr,,Loysburg,PA,16659,,152 NBC Dr,,Loysburg,PA,16659,,Principal,Mr,Michael,,Mele,,
108114503,Northern Cambria SD,0,School District,8,Appalachia IU 8,Cambria,Open,08/08/2000,http://www.ncsd.k12.pa.us,,601 Joseph St,,Northern Cambria,PA,15714,1232,601 Joseph St,,Northern Cambria,PA,15714,1232,(814)948-5481,,Superintendent,Mr,Robert,J,Rocco,,(814)948-2600,,Regular School,108114503,6201,Northern Cambria HS,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Cambria,Open,08/07/2000,,,(814)948-6800,,813 35th St,,Northern Cambria,PA,15714,2023,813 35th St,,Northern Cambria,PA,15714,2023,Principal,Mrs,Lisa,M,Prebish,,
108114503,Northern Cambria SD,0,School District,8,Appalachia IU 8,Cambria,Open,08/08/2000,http://www.ncsd.k12.pa.us,,601 Joseph St,,Northern Cambria,PA,15714,1232,601 Joseph St,,Northern Cambria,PA,15714,1232,(814)948-5481,,Superintendent,Mr,Robert,J,Rocco,,(814)948-2600,,Regular School,108114503,6860,Northern Cambria MS,2021-2022,"5-6,7-8",ELEMENTARY/SECONDARY,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,Cambria,Open,08/07/2000,,,(814)948-5880,,601 Joseph St,,Northern Cambria,PA,15714,1232,601 Joseph St,,Northern Cambria,PA,15714,1232,Principal,Mrs,Krista,A,Templeton,,
108114503,Northern Cambria SD,1,School District,8,Appalachia IU 8,Cambria,Open,08/08/2000,http://www.ncsd.k12.pa.us,,601 Joseph St,,Northern Cambria,PA,15714,1232,601 Joseph St,,Northern Cambria,PA,15714,1232,(814)948-5481,,Superintendent,Mr,Robert,J,Rocco,,(814)948-2600,,Regular School,108114503,6859,Northern Cambria El Sch,2021-2022,"PreKH,K5F-4",ELEMENTARY,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Cambria,Open,08/07/2000,,,(814)948-5880,,601 Joseph St,,Northern Cambria,PA,15714,1232,601 Joseph St,,Northern Cambria,PA,15714,1232,Principal,Dr,Joy,L,Tibbott,,
113385003,Northern Lebanon SD,0,School District,13,Lancaster-Lebanon IU 13,Lebanon,Open,06/08/1999,http://www.norleb.k12.pa.us,,345 School Dr,PO Box 100,Fredericksburg,PA,17026,0100,345 School Dr,PO Box 100,Fredericksburg,PA,17026,0100,(717)865-2117,,Superintendent,Dr,Gary,R,Messinger,Jr,(717)865-2117,2500,Regular School,113385003,2755,Fredericksburg El Sch,2021-2022,1-5,ELEMENTARY,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Lebanon,Open,10/15/1998,,,(717)865-4107,,119 E Walnut St,PO Box 27,Fredericksburg,PA,17026,0027,119 E Walnut St,PO Box 27,Fredericksburg,PA,17026,0027,Principal,Mr,Lee,,Umberger,,
113385003,Northern Lebanon SD,0,School District,13,Lancaster-Lebanon IU 13,Lebanon,Open,06/08/1999,http://www.norleb.k12.pa.us,,345 School Dr,PO Box 100,Fredericksburg,PA,17026,0100,345 School Dr,PO Box 100,Fredericksburg,PA,17026,0100,(717)865-2117,,Superintendent,Dr,Gary,R,Messinger,Jr,(717)865-2117,2500,Regular School,113385003,2756,Lickdale El Sch,2021-2022,1-5,ELEMENTARY,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Lebanon,Open,08/01/2000,,,(717)865-4012,,40 Fisher Avenue,,Jonestown,PA,17038,9605,40 Fisher Avenue,,Jonestown,PA,17038,9605,Principal,Dr,Melissa,L,McInerney,,
113385003,Northern Lebanon SD,0,School District,13,Lancaster-Lebanon IU 13,Lebanon,Open,06/08/1999,http://www.norleb.k12.pa.us,,345 School Dr,PO Box 100,Fredericksburg,PA,17026,0100,345 School Dr,PO Box 100,Fredericksburg,PA,17026,0100,(717)865-2117,,Superintendent,Dr,Gary,R,Messinger,Jr,(717)865-2117,2500,Regular School,113385003,2757,Jonestown El Sch,2021-2022,K5H-5,ELEMENTARY,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Lebanon,Open,10/15/1998,,,(717)865-3193,,135 South King St,PO Box 839,Jonestown,PA,17038,0839,135 South King St,PO Box 839,Jonestown,PA,17038,0839,Principal,Mr,Lee,,Umberger,,
113385003,Northern Lebanon SD,0,School District,13,Lancaster-Lebanon IU 13,Lebanon,Open,06/08/1999,http://www.norleb.k12.pa.us,,345 School Dr,PO Box 100,Fredericksburg,PA,17026,0100,345 School Dr,PO Box 100,Fredericksburg,PA,17026,0100,(717)865-2117,,Superintendent,Dr,Gary,R,Messinger,Jr,(717)865-2117,2500,Regular School,113385003,2758,East Hanover El Sch,2021-2022,1-5,ELEMENTARY,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Lebanon,Open,08/01/2000,,,(717)865-3595,,1098 School House Road,,Annville,PA,17003,8523,1098 School House Road,,East Hanover,PA,17003,8523,Principal,Dr,Melissa,L,McInerney,,
113385003,Northern Lebanon SD,0,School District,13,Lancaster-Lebanon IU 13,Lebanon,Open,06/08/1999,http://www.norleb.k12.pa.us,,345 School Dr,PO Box 100,Fredericksburg,PA,17026,0100,345 School Dr,PO Box 100,Fredericksburg,PA,17026,0100,(717)865-2117,,Superintendent,Dr,Gary,R,Messinger,Jr,(717)865-2117,2500,Regular School,113385003,2760,Northern Lebanon SHS,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Lebanon,Open,08/01/2000,,,(717)865-2117,,345 School Dr,PO Box 100,Fredericksburg,PA,17026,,345 School Dr,PO Box 100,Fredericksburg,PA,17026,,Principal,Dr,Peter,,Ebert,,
113385003,Northern Lebanon SD,0,School District,13,Lancaster-Lebanon IU 13,Lebanon,Open,06/08/1999,http://www.norleb.k12.pa.us,,345 School Dr,PO Box 100,Fredericksburg,PA,17026,0100,345 School Dr,PO Box 100,Fredericksburg,PA,17026,0100,(717)865-2117,,Superintendent,Dr,Gary,R,Messinger,Jr,(717)865-2117,2500,Regular School,113385003,8310,Northern Lebanon MS,2021-2022,"6,7-8",ELEMENTARY/SECONDARY,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Lebanon,Open,07/01/2014,,,(717)865-2117,,345 School Dr,PO Box 100,Fredericksburg,PA,17026,0100,345 School Dr,PO Box 100,Fredericksburg,PA,17026,0100,Principal,Dr,Peter,,Ebert,,
121394503,Northern Lehigh SD,0,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,06/08/1999,http://www.nlsd.org,,1201 Shadow Oaks Ln,,Slatington,PA,18080,1237,1201 Shadow Oaks Ln,,Slatington,PA,18080,1237,(610)767-9800,,Superintendent,Mr,Matthew,J,Link,,(610)767-9800,1008,Regular School,121394503,2813,Peters El Sch,2021-2022,K5F-2,ELEMENTARY,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Lehigh,Open,06/30/2000,http://www.nlsd.org,,(610)767-9827,,4055 Friedens Rd,,Slatington,PA,18080,3810,4055 Friedens Rd,,Slatington,PA,18080,3810,,,,,,,
121394503,Northern Lehigh SD,0,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,06/08/1999,http://www.nlsd.org,,1201 Shadow Oaks Ln,,Slatington,PA,18080,1237,1201 Shadow Oaks Ln,,Slatington,PA,18080,1237,(610)767-9800,,Superintendent,Mr,Matthew,J,Link,,(610)767-9800,1008,Regular School,121394503,2818,Northern Lehigh SHS,2021-2022,9-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Lehigh,Open,07/16/1996,http://www.nlsd.org,,(610)767-9832,,1 Bulldog Ln,,Slatington,PA,18080,1337,1 Bulldog Ln,,Slatington,PA,18080,1337,Principal,Mr,Robert,,Vlasaty,,
121394503,Northern Lehigh SD,0,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,06/08/1999,http://www.nlsd.org,,1201 Shadow Oaks Ln,,Slatington,PA,18080,1237,1201 Shadow Oaks Ln,,Slatington,PA,18080,1237,(610)767-9800,,Superintendent,Mr,Matthew,J,Link,,(610)767-9800,1008,Regular School,121394503,6727,Slatington El Sch,2021-2022,3-6,ELEMENTARY,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,Lehigh,Open,06/30/2000,http://www.nlsd.org,,(610)767-9821,,1201 Shadow Oaks Ln,,Slatington,PA,18080,1237,1201 Shadow Oaks Ln,,Slatington,PA,18080,1237,Principal,Mr,Todd,,Breiner,,
121394503,Northern Lehigh SD,0,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,06/08/1999,http://www.nlsd.org,,1201 Shadow Oaks Ln,,Slatington,PA,18080,1237,1201 Shadow Oaks Ln,,Slatington,PA,18080,1237,(610)767-9800,,Superintendent,Mr,Matthew,J,Link,,(610)767-9800,1008,Regular School,121394503,6829,Northern Lehigh MS,2021-2022,7-8,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Lehigh,Open,07/22/1994,http://www.nlsd.org,,(610)767-9812,,600 Diamond St,,Slatington,PA,18080,1313,600 Diamond St,,Slatington,PA,18080,1313,Principal,Mr,David,,Hauser,,
109535504,Northern Potter SD,0,School District,9,Seneca Highlands IU 9,Potter,Open,06/08/1999,http://www.northernpottersd.org,,745 Northern Potter Road,,Ulysses,PA,16948,9570,745 Northern Potter Road,,Ulysses,PA,16948,9570,(814)848-7506,,,Mr,Nathan,K,Jones,,,,Regular School,109535504,3875,Northern Potter JSHS,2021-2022,7-12,SECONDARY,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,Potter,Open,09/25/1997,http://www.northernpottersd.org,,(814)848-7534,,763 Northern Potter Road,,Ulysses,PA,16948,9569,763 Northern Potter Road,,Ulysses,PA,16948,9569,Principal,Mrs,Wendy,,Bailey,,
109535504,Northern Potter SD,0,School District,9,Seneca Highlands IU 9,Potter,Open,06/08/1999,http://www.northernpottersd.org,,745 Northern Potter Road,,Ulysses,PA,16948,9570,745 Northern Potter Road,,Ulysses,PA,16948,9570,(814)848-7506,,,Mr,Nathan,K,Jones,,,,Regular School,109535504,6931,Northern Potter Childrens Sch,2021-2022,"K4F,K5F-6",ELEMENTARY,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Potter,Open,09/25/1997,http://www.northernpottersd.org,,(814)848-7563,,745 Northern Potter Road,,Ulysses,PA,16948,9570,745 Northern Potter Road,,Ulysses,PA,16948,9570,Principal,Mr,Michael,D,Morgan,,
